id,authority,title,description,app_type,application_type,development_type,app_size,app_state,decision,start_date,decided_date,last_changed,address,postcode,lat,lng,link,status_class,site_area_ha
Bath/25/03830/FUL,Bath,"Erection of a single storey side extension, insertion of 4x dock levellers, increase in unit height, upgrade of the external wall claddin...","Erection of a single storey side extension, insertion of 4x dock levellers, increase in unit height, upgrade of the external wall cladding and roof cladding with the inclusion of solar panels and rooflights.",Full,,,Small,Undecided,,2025-10-02,None,2025-10-14T07:33:24.010581,"Unit 1 , First Avenue, Westfield, Bath And North East Somerset, BA3 4BS",BA3 4BS,,,https://www.planit.org.uk/planapplic/Bath/25/03830/FUL/,Pending,
NewcastleUponTyne/2025/1571/01/NPV,Newcastle upon Tyne,Notification for Prior Approval for the installation of photovoltaic panels.,Notification for Prior Approval for the installation of photovoltaic panels.,None,,,None,None,,2025-10-02,None,2025-10-03T08:22:50.832814,"Percy Hedley Foundation, Northern Counties School Tankerville Terrace, Newcastle Upon Tyne, NE2 3BB",NE2 3BB,,,https://www.planit.org.uk/planapplic/NewcastleUponTyne/2025/1571/01/NPV/,Pending,
WestmorlandFurness/2025/1889/HOU,Westmorland and Furness,"Re-roof garage with pitched roof rather than flat, and installation of inset solar panels","Re-roof garage with pitched roof rather than flat, and installation of inset solar panels",Full,,,Small,Undecided,Pending,2025-10-02,None,2025-10-11T14:02:12.07434,1A Hillcrest Drive Slackhead MILNTHORPE LA7 7BB,LA7 7BB,,,https://www.planit.org.uk/planapplic/WestmorlandFurness/2025/1889/HOU/,Pending,
Bradford/25/03526/LBC,Bradford,Solar PV system to attached garage,Solar PV system to attached garage,Heritage,,,Small,Undecided,,2025-10-02,None,2025-10-13T07:36:30.816693,River Bank Corn Mill Lane Burley In Wharfedale Ilkley West Yorkshire LS29 7DP,LS29 7DP,,,https://www.planit.org.uk/planapplic/Bradford/25/03526/LBC/,Pending,26.0
Manchester/144168/P14J/2025,Manchester,Prior Approval for the installation of a 603.20 kWp solar photovoltaic installation consisting of 1160 x 530W PV Modules,Prior Approval for the installation of a 603.20 kWp solar photovoltaic installation consisting of 1160 x 530W PV Modules,Outline,,,Small,Undecided,,2025-10-02,None,2025-10-13T08:16:14.342313,Gorton Education Village 50 Wembley Road Manchester M18 7DT,M18 7DT,,,https://www.planit.org.uk/planapplic/Manchester/144168/P14J/2025/,Pending,5.0
Manchester/144167/P14J/2025,Manchester,Prior Approval for the installation of a 73.84 kWp solar photovoltaic installation consisting of 142 x 530W PV Modules.,Prior Approval for the installation of a 73.84 kWp solar photovoltaic installation consisting of 142 x 530W PV Modules.,Outline,,,Small,Undecided,,2025-10-02,None,2025-10-13T08:16:14.340542,Stanley Grove Primary Academy Stanley Grove Manchester M12 4NL,M12 4NL,,,https://www.planit.org.uk/planapplic/Manchester/144167/P14J/2025/,Pending,5.0
Bromley/25/04613/NOT,Bromley,"Installation of 400No solar panels on the flat rooftop of the Non-domestic building, under Class J, Part 14, Schedule 2 of the Town and C...","Installation of 400No solar panels on the flat rooftop of the Non-domestic building, under Class J, Part 14, Schedule 2 of the Town and Country Planning (General Permitted Development) Order 2015 (as amended) (56 day application for prior approval in respect of external appearance of the building and the amenity of the area).",Outline,,,Small,Undecided,,2025-10-02,None,2025-10-14T07:39:48.47405,"TESCO STORES LTD, EDGINGTON WAY, SIDCUP, DA14 5BN",DA14 5BN,,,https://www.planit.org.uk/planapplic/Bromley/25/04613/NOT/,Pending,
NewForest/25/10899,New Forest (District),Installation of solar panels to the pitched roof areas of the main building and stands along with all associated works (Prior Approval Ap...,Installation of solar panels to the pitched roof areas of the main building and stands along with all associated works (Prior Approval Application Part 14 Class J),Outline,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:15:06.447866,"AFC TOTTON, SALISBURY ROAD, CALMORE, TOTTON SO40 2RW",SO40 2RW,,,https://www.planit.org.uk/planapplic/NewForest/25/10899/,Pending,
Richmond/PA25/3466,Richmond,Alterations to existing rear extension including solar shading and external stair.,Alterations to existing rear extension including solar shading and external stair.,Full,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:21:33.352355,30 Marlborough Road Richmond TW10 6JR,TW10 6JR,,,https://www.planit.org.uk/planapplic/Richmond/PA25/3466/,Pending,
Dover/25/01083,Dover,"Variation of condition 2 (approved plans) of planning permission 24/01159 (Erection of a two storey rear extension with external steps, r...","Variation of condition 2 (approved plans) of planning permission 24/01159 (Erection of a two storey rear extension with external steps, replacement/extended roof with solar panels, balcony with glass balustrade to ground floor west & east elevations, alterations to windows/doors, and new external wall with timber cladding (existing conservatory and ground floor balcony to be demolished)) to extend basement to 5m, extend driveway ramp and alterations to the fenestration",Conditions,,,Small,Undecided,,2025-10-02,None,2025-10-14T07:55:05.620499,Shoreline House 82 Wellington Parade Walmer Deal Kent CT14 8AB,CT14 8AB,,,https://www.planit.org.uk/planapplic/Dover/25/01083/,Pending,
NorthAyrshire/25/00460/PP,North Ayrshire,Installation of solar panels to roof of kitchen at rear of house,Installation of solar panels to roof of kitchen at rear of house,Full,,,Medium,Undecided,,2025-10-02,None,2025-10-14T08:15:40.073422,16A Hamilton Terrace Lamlash Brodick Isle Of Arran North Ayrshire KA27 8LR,KA27 8LR,,,https://www.planit.org.uk/planapplic/NorthAyrshire/25/00460/PP/,Pending,16.0
Bradford/25/03525/HOU,Bradford,Solar PV system to attached garage,Solar PV system to attached garage,Full,,,Small,Undecided,,2025-10-02,None,2025-10-13T07:36:30.818613,River Bank Corn Mill Lane Burley In Wharfedale Ilkley West Yorkshire LS29 7DP,LS29 7DP,,,https://www.planit.org.uk/planapplic/Bradford/25/03525/HOU/,Pending,26.0
SouthGloucestershire/P25/02287/HH,South Gloucestershire,Erection of a single storey rear extension to form additional living accommodation. Installation of solar pv panels on existing side roof...,Erection of a single storey rear extension to form additional living accommodation. Installation of solar pv panels on existing side roof slope.,Full,,,Small,Undecided,,2025-10-02,None,2025-10-14T08:26:59.259743,4 Danesbury Greenbank Road Hanham South Gloucestershire BS15 3SD,BS15 3SD,,,https://www.planit.org.uk/planapplic/SouthGloucestershire/P25/02287/HH/,Pending,
LakeDistrict/7/2025/2183,Lake District,Discharge of biodiversity net gain condition on planning application 7/2024/2219 - To upgrade and modernise the existing amenity building...,Discharge of biodiversity net gain condition on planning application 7/2024/2219 - To upgrade and modernise the existing amenity building (including an extension on south elevation); creation of hardstanding pitches (to be used by caravans and tourers): creation of 'hybrid' pitches (to be used by tents or caravans); installation of ground mounted solar panels; erection of information boards and ancillary infrastructure associated with the operation of the site as a Camping and Caravanning Club site.,None,,,Small,Conditions,Complies with Condition,2025-10-01,2025-10-08,2025-10-14T08:08:57.800355,"Braithwaite Bridges Camping and Caravan Site, Braithwaite, Keswick, CA12 5TF",CA12 5TF,,,https://www.planit.org.uk/planapplic/LakeDistrict/7/2025/2183/,Pending,
Neath/P2025/0700,Neath,"Details submitted pursuant to discharge of conditions 5 (CEMP), 9 (ecological mitigation), 11 (site investigation report), 12 (remediatio...","Details submitted pursuant to discharge of conditions 5 (CEMP), 9 (ecological mitigation), 11 (site investigation report), 12 (remediation scheme) and 13 (verification report) of planning permission P2023/0356 dated 22.04.2025 (solar farm development)",Conditions,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:13:54.165786,Dream Fields Lane From B4290 To Gelli Bwch Farm Neath Port Talbot Jersey Marine SA10 6JU,SA10 6JU,,,https://www.planit.org.uk/planapplic/Neath/P2025/0700/,Pending,
Southwark/25/AP/2834,Southwark,"Details of condition 3- Eexternal windows, doors, shopfronts, parapet and solar panels as required by full planning permission 23/AP/2135...","Details of condition 3- Eexternal windows, doors, shopfronts, parapet and solar panels as required by full planning permission 23/AP/2135 dated 09/02/2024 for proposed demolition of No 89 Peckham High Street. Partial demolition of No 91 and 93. Retention of west facade and south front facade and refurbishment including the construction of a three-storey building with a basement. Change of use from mixed gallery, retail, office and residential use to create a Community Arts Facility (Departure from Southwark Plan 2022 - Policy P3: Protection of existing homes and Policy P30: Office & Business Development).",Conditions,,,Small,Undecided,,2025-10-01,None,2025-10-06T08:40:54.32802,"89, 91 And 93 Peckham High Street London Southwark SE15 5RS",SE15 5RS,,,https://www.planit.org.uk/planapplic/Southwark/25/AP/2834/,Pending,69.0
Bucks/PL/25/4131/FA,Buckinghamshire,"Installation of a spring chamber and flow monitoring chamber with associated pipework for the requirements of HS2, including an attached ...","Installation of a spring chamber and flow monitoring chamber with associated pipework for the requirements of HS2, including an attached power box with roof-mounted solar panel, a headwall outflow structure, the reprofiling of an existing drainage ditch, stock-proof fencing, a temporary access track and temporary laydown area for construction.",Full,,,Small,Undecided,,2025-10-01,None,2025-10-06T07:41:32.500612,Spring Chamber Bridleways Wendover HP22 6DN,HP22 6DN,,,https://www.planit.org.uk/planapplic/Bucks/PL/25/4131/FA/,Pending,37.0
SouthNorfolkBroadland/2025/3083,South Norfolk Broadland,Agricultural barn with roof mounted solar array,Agricultural barn with roof mounted solar array,Full,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:27:48.920119,Tas Valley Mushrooms Bungalow The Street Flordon Norfolk NR15 1RN,NR15 1RN,,,https://www.planit.org.uk/planapplic/SouthNorfolkBroadland/2025/3083/,Pending,11.0
YorkshireDales/E/03/91,Yorkshire Dales,"Full planning permission for change of use of the former Methodist Chapel into 1no. 4-bedroom dwelling with associated access, parking an...","Full planning permission for change of use of the former Methodist Chapel into 1no. 4-bedroom dwelling with associated access, parking and curtilage and to include installation of solar panels and air source heat pump",Full,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:43:38.016083,"Crosby Ravensworth Methodist Church, Crosby Ravensworth, CA10 3JW",CA10 3JW,,,https://www.planit.org.uk/planapplic/YorkshireDales/E/03/91/,Pending,
Cornwall/PA25/07097,Cornwall,"Redevelopment of existing workshop, internal and external amendments, addition of solar panels.","Redevelopment of existing workshop, internal and external amendments, addition of solar panels.",Full,,,Small,Undecided,,2025-10-01,None,2025-10-06T07:51:09.341535,The Coach House Nut Tree Hill St Germans Saltash Cornwall PL12 5LD,PL12 5LD,,,https://www.planit.org.uk/planapplic/Cornwall/PA25/07097/,Pending,
Tonbridge/25/01635/PA,Tonbridge,Lawful Development Certificate Proposed: Proposed loft conversion with pitched roof dormer window to rear elevation and relocation of exi...,Lawful Development Certificate Proposed: Proposed loft conversion with pitched roof dormer window to rear elevation and relocation of existing solar panel and 3 No rooflight windows to front elevation,Outline,,,Small,Withdrawn,,2025-10-01,None,2025-10-14T08:33:43.111568,"19, DAME KELLY HOLMES WAY, TONBRIDGE, TN9 2FB",TN9 2FB,,,https://www.planit.org.uk/planapplic/Tonbridge/25/01635/PA/,Pending,
Neath/P2025/0699,Neath,Request for a Scoping Opinion in accordance with Regulation 14(1) of the Environmental Impact Assessment (Wales) Regulations 2017 for the...,"Request for a Scoping Opinion in accordance with Regulation 14(1) of the Environmental Impact Assessment (Wales) Regulations 2017 for the construction of a 40 MW solar farm, associated ancillary infrastructure and landscape and environmental mitigation and enhancements on land (81 Ha) at Crugwyllt Fawr, Margam, Port Talbot, SA13 2TB.",Outline,,,Medium,Undecided,,2025-10-01,None,2025-10-14T08:13:54.139123,Land At Crugwyllt Fawr Crugwyllt Fawr Access Road Margam Neath Port Talbot SA13 2TB,SA13 2TB,,,https://www.planit.org.uk/planapplic/Neath/P2025/0699/,Pending,
Harrogate/25/03359/FUL,Harrogate,Installation of solar panels on 3 roof slopes of the property.,Installation of solar panels on 3 roof slopes of the property.,Full,,,Small,Undecided,,2025-10-01,None,2025-10-03T08:10:46.171576,Grafton Manor Limebar Lane Marton Cum Grafton North Yorkshire YO51 9QJ,YO51 9QJ,,,https://www.planit.org.uk/planapplic/Harrogate/25/03359/FUL/,Pending,82.0
Cornwall/PA25/06531,Cornwall,Installation of stand-alone 10 kw solar array in the garden of my domestic premises,Installation of stand-alone 10 kw solar array in the garden of my domestic premises,Full,,,Small,Undecided,,2025-10-01,None,2025-10-03T07:49:14.30262,Four Shilling Park Botus Fleming Saltash Cornwall PL12 6NJ,PL12 6NJ,,,https://www.planit.org.uk/planapplic/Cornwall/PA25/06531/,Pending,
Wychavon/W/25/02107/FUL,Wychavon,Variation of condition 2 (Approved Plans) of Planning Permission reference W/23/01011/FUL (Solar farm and energy storage together with al...,"Variation of condition 2 (Approved Plans) of Planning Permission reference W/23/01011/FUL (Solar farm and energy storage together with all associated works, equipment and necessary infrastructure).",Full,,,Small,Undecided,Pending,2025-10-01,None,2025-10-14T08:42:01.65573,Land At Home Farm Twyning Road Strensham,None,,,https://www.planit.org.uk/planapplic/Wychavon/W/25/02107/FUL/,Pending,10095594556.0
Newport/25/0822,Newport,LAWFUL DEVELOPMENT CERTIFICATE FOR PROPOSED ERECTION OF ROOF MOUNTED SOLAR ARRAYS,LAWFUL DEVELOPMENT CERTIFICATE FOR PROPOSED ERECTION OF ROOF MOUNTED SOLAR ARRAYS,Outline,,,Small,Undecided,,2025-10-01,None,2025-10-10T08:23:01.751886,Serennu Cwrt Camlas Rogerstone Newport NP10 9LY,NP10 9LY,,,https://www.planit.org.uk/planapplic/Newport/25/0822/,Pending,
TowerHamlets/PA/25/01740/S,Tower Hamlets,"Submission of details pursuant to condition no.4 (secondary glazing), 5 (photovoltaic panels) of Listed Building Consent ref: PA/24/01915...","Submission of details pursuant to condition no.4 (secondary glazing), 5 (photovoltaic panels) of Listed Building Consent ref: PA/24/01915, dated 14/02/2025",Conditions,,,Small,Undecided,,2025-10-01,None,2025-10-10T08:47:03.285332,"1 Thomas More Street, London, E1W 1YZ",E1W 1YZ,,,https://www.planit.org.uk/planapplic/TowerHamlets/PA/25/01740/S/,Pending,448.0
WelwynHatfield/6/2025/2089/EM,Welwyn Hatfield,Installation of 14 all-black solar photovoltaic (PV) panels on the roof slope,Installation of 14 all-black solar photovoltaic (PV) panels on the roof slope,None,,,None,Undecided,,2025-10-01,None,2025-10-14T08:38:22.496551,163 Heronswood Road Welwyn Garden City AL7 3EJ,AL7 3EJ,,,https://www.planit.org.uk/planapplic/WelwynHatfield/6/2025/2089/EM/,Pending,6.0
Tameside/25/00816/NPV,Tameside,"Prior approval for installation of Roof Mounted Solar PV Panels at the above site under Schedule 2, Part 14, Class J of the Town and Coun...","Prior approval for installation of Roof Mounted Solar PV Panels at the above site under Schedule 2, Part 14, Class J of the Town and Country Planning (General Permitted Development) (England) Order 2015 (as amended). The Solar PV system will be 483.67kWp in size and the installation will be a fixed system on the trapezoidal roof",None,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:32:21.847787,Morrisons Superstore Mottram Road Hyde Tameside SK14 2NG,SK14 2NG,,,https://www.planit.org.uk/planapplic/Tameside/25/00816/NPV/,Pending,
Wandsworth/2025/3461,Wandsworth,"Details of Air Source Heat Pump, EV Charging Point, Cycle Storage, SAP, Solar PV Panels, Water Efficiency Calculations, Landsaping and Ha...","Details of Air Source Heat Pump, EV Charging Point, Cycle Storage, SAP, Solar PV Panels, Water Efficiency Calculations, Landsaping and Hardstanding, and Refuse and Recycling pursunt to conditions 6, 7, 8, 9, 10, 11, 14 and 16 of planning permission dated 23/08/2023 ref, 2023/0682 (Alterations including excavation to enlarge rear lightwell and erection of three-storey side extension to provide a 4-bed house.).",Full,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:36:48.166906,17 Colinette Road SW15 6QG,SW15 6QG,,,https://www.planit.org.uk/planapplic/Wandsworth/2025/3461/,Pending,
Peterborough/25/01249/PRIOR,Peterborough,Proposed flat roof mounting 347.62kWp solar PV panels,Proposed flat roof mounting 347.62kWp solar PV panels,Outline,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:18:14.320261,Hydro House Newcombe Way Orton Southgate Peterborough PE2 6SE,PE2 6SE,,,https://www.planit.org.uk/planapplic/Peterborough/25/01249/PRIOR/,Pending,27.0
Wandsworth/2025/3447,Wandsworth,"Alterations including erection of roof extension, internal reconfiguration, installation of external cladding, green roof covering and so...","Alterations including erection of roof extension, internal reconfiguration, installation of external cladding, green roof covering and solar tubes roof lights and erection of cycle storage.",Full,,,Small,Undecided,,2025-10-01,None,2025-10-14T08:36:48.198117,Balham Boxing And Youth Club 366 Cavendish Road SW12 0PP,SW12 0PP,,,https://www.planit.org.uk/planapplic/Wandsworth/2025/3447/,Pending,
FolkestoneHythe/25/1833/FH,Shepway,"First floor front and side extension, replacement lean-to extension, replacement of ground floor link with first floor over, replacement ...","First floor front and side extension, replacement lean-to extension, replacement of ground floor link with first floor over, replacement windows, solar panels to rear of site.",Full,,,Small,Undecided,,2025-10-01,None,2025-10-14T07:59:47.211132,"61 SEABROOK ROAD, HYTHE, CT21 5QW",CT21 5QW,,,https://www.planit.org.uk/planapplic/FolkestoneHythe/25/1833/FH/,Pending,
Argyll/25/01636/PP,Argyll,"Section 42 Application to vary conditions 5, 9, 12, 13, 14 and 23 of planning permission 21/02718/PP (Erection of distillery and visitor ...","Section 42 Application to vary conditions 5, 9, 12, 13, 14 and 23 of planning permission 21/02718/PP (Erection of distillery and visitor centre, with associated and ancillary development including support warehousing buildings, Installation of sewage treatment plant, two solar panel sites and formation of accesses) amendment to wording and implementation timeframes, extending period of permission by three years",Full,,,Medium,Undecided,,2025-10-01,None,2025-10-14T07:31:03.037914,Gearach Farm (ili Distillery) Port Charlotte Isle Of Islay Argyll And Bute,None,,,https://www.planit.org.uk/planapplic/Argyll/25/01636/PP/,Pending,
Coventry/PL/2025/0001900/NAC,Coventry,Consultation from Nuneaton and Bedworth Borough Council on application 041157 for Battery Energy Storage System (BESS) and associated works,Consultation from Nuneaton and Bedworth Borough Council on application 041157 for Battery Energy Storage System (BESS) and associated works,Outline,,,None,None,,2025-09-30,None,2025-10-04T09:03:29.685863,"Land Adjacent To , Hawkesbury Hall Parrotts Grove, Coventry, CV2 1NQ",CV2 1NQ,,,https://www.planit.org.uk/planapplic/Coventry/PL/2025/0001900/NAC/,Pending,
Hammersmith/2025/02668/FUL,Hammersmith and Fulham,Erection of a rear extension at second floor level over part of the existing back addition following partial demolition of the existing b...,"Erection of a rear extension at second floor level over part of the existing back addition following partial demolition of the existing back addition; partial demolition and rebuilding of the ground floor side and rear back additions; installation of 2no air conditioning units, 2no rooflights and 8no solar panels above the main flat roof at roof level; replacement of 1no existing rooflight with a new rooflight in the rear roofslope; installation of 4no solar panels above the roof of proposed second floor rear back addition; alterations to the rear lightwell to include the installation of new walk on glass to replace the existing; erection of a bin store in front garden; installation of an escape ladder to front lightwell area.",Full,,,Small,Undecided,,2025-09-30,None,2025-10-08T08:07:43.173693,8 Quarrendon Street London SW6 3SU,SW6 3SU,,,https://www.planit.org.uk/planapplic/Hammersmith/2025/02668/FUL/,Pending,
Dumfries/25/1812/FUL,Dumfries,"ERECTION OF TRANSPORT HUB WITH ROOF MOUNTED PHOTOVOLTAIC PANELS INCORPORATING PROVISION OF SECURE BICYCLE LOCKER STORAGE FOR BICYCLES, E-...","ERECTION OF TRANSPORT HUB WITH ROOF MOUNTED PHOTOVOLTAIC PANELS INCORPORATING PROVISION OF SECURE BICYCLE LOCKER STORAGE FOR BICYCLES, E-BIKES (ELECTRIC BICYCLES) AND ACC-BIKES (ACCESSIBLE ELECTRIC BICYCLES), BIKE WASH / PUMP / REPAIR STATION, PUBLIC TOILETS, BUS WAITING AREAS, INTERNAL GENERAL PURPOSE SPACE AND EXTERNAL SHELTER WITH FIXED BENCHING AND INSTALLATION OF 5 BIKE STANDS AND 4 ELECTRIC VEHICLE CHARGING UNITS",Full,,,Small,Undecided,,2025-09-30,None,2025-10-11T09:33:29.799943,Port Rodie Car Park Port Rodie Stranraer DG9 8EG,DG9 8EG,,,https://www.planit.org.uk/planapplic/Dumfries/25/1812/FUL/,Pending,
Hammersmith/2025/02657/VAR,Hammersmith and Fulham,Removal of conditions 16 and 17 (parking permits) of planning permission ref: 2021/00693/FUL granted 2nd July 2021 for the 'Demolition of...,Removal of conditions 16 and 17 (parking permits) of planning permission ref: 2021/00693/FUL granted 2nd July 2021 for the 'Demolition of existing single storey garage and erection of a replacement part three storey plus-basement single dwellinghouse; erection of a structure to house an internal staircase together with solar panels at roof level; formation of front and rear roof terraces at third floor level; erection of external steps from basement to garden level at the rear of the property'.,Conditions,,,Small,Undecided,,2025-09-30,None,2025-10-08T08:07:43.166348,Land West Of 36 Poplar Grove London,None,,,https://www.planit.org.uk/planapplic/Hammersmith/2025/02657/VAR/,Pending,
SouthRibble/07/2025/00761/FUL,South Ribble,Redevelopment of Wellfield Academy including: demolition of existing buildings and erection of two new school buildings; stand-alone cano...,"Redevelopment of Wellfield Academy including: demolition of existing buildings and erection of two new school buildings; stand-alone canopies; installation of solar panels; landscaping, playing field, and car park reconfiguration; together with associated cycle parking, substation, sprinkler tank, ground-source heat pump enclosure, bin store and relocation of storage container; and temporary access and parking off Carlton Road during construction and demolition.",Full,,,Medium,None,,2025-09-30,None,2025-10-14T08:28:10.538473,Wellfield Academy Yewlands Drive Leyland PR25 2TP,PR25 2TP,,,https://www.planit.org.uk/planapplic/SouthRibble/07/2025/00761/FUL/,Pending,
SouthNorfolkBroadland/2025/3062,South Norfolk Broadland,Proposed Flat Roof Solar Installation,Proposed Flat Roof Solar Installation,Outline,,,Small,Undecided,,2025-09-30,None,2025-10-14T08:27:49.060136,Tesco Stores Ltd Blue Boar Lane Sprowston Norfolk NR7 8AB,NR7 8AB,,,https://www.planit.org.uk/planapplic/SouthNorfolkBroadland/2025/3062/,Pending,
Wiltshire/PL/2025/07413,Wiltshire,Installation of 29 Solar Panels on Front and Rear Roof,Installation of 29 Solar Panels on Front and Rear Roof,Full,,,Small,Undecided,,2025-09-30,None,2025-10-11T14:11:38.329041,"5 Farmhouse Court, Melksham, SN12 6FG",SN12 6FG,,,https://www.planit.org.uk/planapplic/Wiltshire/PL/2025/07413/,Pending,
WhiteHorse/P25/V2118/HH,Vale of White Horse,Demolition of existing garage to be replaced with a new single storey building for use as a pottery studio. Roughcast stone garden walls ...,Demolition of existing garage to be replaced with a new single storey building for use as a pottery studio. Roughcast stone garden walls to be retained and extended. Glazing to be installed to the new structure with an EPDM roof with solar PVs. Works to include the repair and renovation of the east outbuilding to create a home office to include changes to the fenestration.,Full,,,Small,Permitted,No decision Issued,2025-09-30,None,2025-10-14T08:39:50.031911,Red House Farm Eynsham Road Farmoor Oxford OX2 9NH,OX2 9NH,,,https://www.planit.org.uk/planapplic/WhiteHorse/P25/V2118/HH/,Pending,
WhiteHorse/P25/V2120/LB,Vale of White Horse,Demolition of existing garage to be replaced with a new single storey building for use as a pottery studio. Roughcast stone garden walls ...,Demolition of existing garage to be replaced with a new single storey building for use as a pottery studio. Roughcast stone garden walls to be retained and extended. Glazing to be installed to the new structure with an EPDM roof with solar PVs. Works to include the repair and renovation of the east outbuilding to create a home office to include changes to the fenestration.,Heritage,,,Small,Permitted,No decision Issued,2025-09-30,None,2025-10-14T08:39:50.028545,Red House Farm Eynsham Road Farmoor Oxford OX2 9NH,OX2 9NH,,,https://www.planit.org.uk/planapplic/WhiteHorse/P25/V2120/LB/,Pending,
Hackney/2025/2158,Hackney,Submission of details pursuant to condition 7 (Solar Panels) attached to planning permission ref 2023/2014 dated 01/03/2024.,Submission of details pursuant to condition 7 (Solar Panels) attached to planning permission ref 2023/2014 dated 01/03/2024.,Conditions,,,None,None,,2025-09-30,None,2025-10-11T10:18:11.088327,"Ground Floor, 134 - 146 Curtain Road, Hackney, London, EC2A 3AR",EC2A 3AR,,,https://www.planit.org.uk/planapplic/Hackney/2025/2158/,Pending,
Aberdeen/251016/DPP,Aberdeen,"Subdivision and partial change of use to residential flat (sui generis), installation of new rooflights and solar panels","Subdivision and partial change of use to residential flat (sui generis), installation of new rooflights and solar panels",Full,,,Medium,Undecided,,2025-09-30,None,2025-10-06T07:30:09.637726,182 George Street Aberdeen AB25 1BS,AB25 1BS,,,https://www.planit.org.uk/planapplic/Aberdeen/251016/DPP/,Pending,1.0
NorthNorfolk/CD/25/2171,North Norfolk,Discharge of Conditions 6 (solar panel details) & 7 (ASHP Details) of planningpermission RV/25/1160 (Erection of two-storey replacement d...,"Discharge of Conditions 6 (solar panel details) & 7 (ASHP Details) of planningpermission RV/25/1160 (Erection of two-storey replacement dwelling with solar panels following demolition of existing bungalow, detached outbuilding (garden studio), without complying to condition 2 (approved plans) of PF/24/1741 to allow variation of design to increase eaves and ridge height by 760mm)",Conditions,,,Small,Undecided,,2025-09-30,None,2025-10-13T08:21:38.767813,Church View Cottage Church Lane Thursford Fakenham Norfolk NR21 0BW,NR21 0BW,,,https://www.planit.org.uk/planapplic/NorthNorfolk/CD/25/2171/,Pending,1.0
Warrington/2025/01376/PA14J,Warrington,Installation of roof mounted Solar PV equipment,Installation of roof mounted Solar PV equipment,Outline,,,None,None,,2025-09-30,None,2025-10-13T08:42:56.85279,"The Hut Group, The Hut Group Skyline Drive, Warrington, WA5 3TP",WA5 3TP,,,https://www.planit.org.uk/planapplic/Warrington/2025/01376/PA14J/,Pending,
Hertsmere/25/1426/DOC,Hertsmere,Application for approval of details reserved by condition 11 (details of photovoltaic panels) of planning permission reference 21/2451/FU...,"Application for approval of details reserved by condition 11 (details of photovoltaic panels) of planning permission reference 21/2451/FUL, as allowed at appeal reference APP/N1920/W/22/3302108.",Conditions,,,Small,Undecided,,2025-09-30,None,2025-10-14T08:04:23.298477,Churchill House Stirling Way Borehamwood Hertfordshire WD6 2HP,WD6 2HP,,,https://www.planit.org.uk/planapplic/Hertsmere/25/1426/DOC/,Pending,
SouthLanarkshire/P/25/1158,South Lanarkshire,Installation of a131 roof mounted solar panels to A listed building and associated infrastructure to the roof area of Bonnington Power St...,"Installation of a131 roof mounted solar panels to A listed building and associated infrastructure to the roof area of Bonnington Power Station, panels will be positioned into ballast weighted frames on the flat roof areas.",Heritage,,,Medium,Undecided,,2025-09-30,None,2025-10-14T08:27:30.153032,Bonnington Power Station Bonnington Lanark ML11 9TB,ML11 9TB,,,https://www.planit.org.uk/planapplic/SouthLanarkshire/P/25/1158/,Pending,
Fife/22/03982/NMV1,Fife,Construction and operation of a 30MW ground-mounted solar PV farm and 9MW Battery Energy Storage System with associated infrastructure in...,"Construction and operation of a 30MW ground-mounted solar PV farm and 9MW Battery Energy Storage System with associated infrastructure including housing for inverters, transformers and electrical equipment, fencing, security cameras, cabling and access tracks (Non-material variation for external alterations to 22/03982/FULL)",Conditions,,,Small,Undecided,,2025-09-30,None,2025-10-14T07:59:03.847462,Land For Proposed 20MWp Solar Development Parkend Crossgates Fife,None,,,https://www.planit.org.uk/planapplic/Fife/22/03982/NMV1/,Pending,3.0
Bromley/25/04593/HPA,Bromley,Proposed internal alterations and thirteen solar panel installation to rear roof.,Proposed internal alterations and thirteen solar panel installation to rear roof.,Full,,,Small,Undecided,,2025-09-30,None,2025-10-11T08:27:16.94429,"YESTER RIDGE, 34 YESTER ROAD, CHISLEHURST, BR7 5HR",BR7 5HR,,,https://www.planit.org.uk/planapplic/Bromley/25/04593/HPA/,Pending,
EastSuffolk/DC/25/3737/FUL,East Suffolk,22 No. photovoltaic solar panels to the roof of existing residential outbuildings,22 No. photovoltaic solar panels to the roof of existing residential outbuildings,Full,,,Small,Undecided,,2025-09-30,None,2025-10-10T07:50:41.113335,Bridge Farm Woodbridge Road Grundisburgh Woodbridge Suffolk IP13 6UF,IP13 6UF,,,https://www.planit.org.uk/planapplic/EastSuffolk/DC/25/3737/FUL/,Pending,9.0
NorthDevon/80866,North Devon,Installation of Solar PV & Air Source Heat Pump,Installation of Solar PV & Air Source Heat Pump,Full,,,Small,Undecided,Pending,2025-09-30,None,2025-10-13T08:20:49.574305,The Old School House Knowstone South Molton Devon EX36 4RY,EX36 4RY,,,https://www.planit.org.uk/planapplic/NorthDevon/80866/,Pending,
